科目,Account Number,Account (Line): Name,Type,Subsidiary,Date,Document Number,Transaction Number,Vendor Name,JE Name,Split,Memo,Description,Department,Class: Name,Cost Items,Nature,Amount,Type.1,Irregular?,Entity Level Dept,Month (YYMM),BU Level Dept,Unnamed: 23
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-01,JEAJP0022936,JOURNAL235784,CUS0013359 D2C_TikTok,CUS0013359 D2C_TikTok,- Split -,TikTok入金_ADVANCED CLINICALS_9/1,TikTok入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,273372.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-01,JEAJP0022934,JOURNAL235771,CUS0013359 D2C_TikTok,CUS0013359 D2C_TikTok,- Split -,TikTok入金_Forencos_9/1,TikTok入金_Forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,1290.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-01,JEAJP0022622,JOURNAL233309,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,komoju入金_waterpik_09/01,komoju入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,550.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-01,JEAJP0022658,JOURNAL233543,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_waterpik_9/1,shopify入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,8655.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-01,JEAJP0022663,JOURNAL233548,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_The Breath Co_9/1,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,,634897.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-05,JEAJP0022657,JOURNAL233542,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_forencos_9/5,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,125.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-05,JEAJP0022656,JOURNAL233541,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_ADVANCED CLINICALS_9/5,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,635.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-08,JEAJP0022664,JOURNAL233549,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_waterpik_9/8,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,797583.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-08,JEAJP0022659,JOURNAL233544,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_9/8,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,1899672.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-12,JEAJP0022669,JOURNAL233851,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_forencos_9/12,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,63.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-12,JEAJP0022672,JOURNAL233855,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_Forecos_9/12,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,161676.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-12,JEAJP0022670,JOURNAL233852,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_ADVANCED CLINICALS_9/12,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,270.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-16,JEAJP0022671,JOURNAL233854,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_The Breath Co_9/16,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,,867239.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-16,JEAJP0022700,JOURNAL234086,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0916,waterpik 後払い決済手数料控除,D2C Anylogi,waterpik,IT expenses,,227.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-16,JEAJP0022935,JOURNAL235774,CUS0013359 D2C_TikTok,CUS0013359 D2C_TikTok,- Split -,TikTok入金_Forencos_9/16,TikTok入金_Forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,6640.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-16,JEAJP0022937,JOURNAL235787,CUS0013359 D2C_TikTok,CUS0013359 D2C_TikTok,- Split -,TikTok入金_ADVANCED CLINICALS_9/16,TikTok入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,539798.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-16,JEAJP0022700,JOURNAL234086,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0916,Anys Store 後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,1818.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-19,JEAJP0022903,JOURNAL235443,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_forencos_9/19,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,63.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-22,JEAJP0022906,JOURNAL235449,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_waterpik_9/22,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,882959.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-22,JEAJP0022853,JOURNAL234749,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_9/22,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,3239345.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-22,JEAJP0022942,JOURNAL235815,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_Handheld fan_9/22,Amazon入金(mizuho)_Handheld fan_支出,D2C Anylogi,CNP,IT expenses,,275206.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-25,JEAJP0022740,JOURNAL234175,CUS0008627 D2C_Qoo10,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_ADVANCED CLINICALS_0925,Qoo10_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,6107632.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-25,JEAJP0022739,JOURNAL234174,CUS0008627 D2C_Qoo10,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_forencos_0925,Qoo10_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,540984.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-25,JEAJP0022741,JOURNAL234176,CUS0008627 D2C_Qoo10,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_The Breath co_0925,Qoo10_The Breath co_決済手数料,D2C Anylogi,The Breath Co,IT expenses,,400146.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-26,JEAJP0022849,JOURNAL234745,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_Forecos_9/26,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,144314.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-26,JEAJP0022902,JOURNAL235441,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_ADVANCED CLINICALS_9/26,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,105.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-26,JEAJP0022904,JOURNAL235444,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_forencos_9/26,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,439.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-29,JEAJP0022850,JOURNAL234746,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_The Breath Co_9/29,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,,520405.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Bill,AnyMind Japan Inc,2025-09-30,UPSIDER_D2C_202509,VENDBILL409797,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202509,,D2C Solutions,waterpik,IT expenses,,985.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Bill,AnyMind Japan Inc,2025-09-30,UPSIDER_D2C_202509,VENDBILL409797,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202509,,D2C Solutions,Advanced Clinicals,IT expenses,,6805.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022701,JOURNAL234088,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0930,waterpik_システム利用料_広告掲載料_後払い手数料,D2C Anylogi,waterpik,IT expenses,,652333.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022701,JOURNAL234088,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0930,waterpik_ポイント付与料,D2C Anylogi,waterpik,IT expenses,,21777.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022701,JOURNAL234088,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0930,Anys Store_システム利用料_広告掲載料,D2C Anylogi,Advanced Clinicals,IT expenses,,667460.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022701,JOURNAL234088,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0930,Anys Store_後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,1364.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022905,JOURNAL235446,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_waterpik_9/30,shopify入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,4273.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022701,JOURNAL234088,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0930,Anys Store_ポイント付与料,D2C Anylogi,Advanced Clinicals,IT expenses,,13136.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022762,JOURNAL234197,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,komoju入金_waterpik_09/30,komoju入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,570.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022701,JOURNAL234088,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0930,forencos_ポイント付与料,D2C Anylogi,forencos,IT expenses,,3012.0,Local,,D2C,2025-09-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-09-30,JEAJP0022701,JOURNAL234088,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0930,forencos_システム利用料_広告掲載料,D2C Anylogi,forencos,IT expenses,,46313.0,Local,,D2C,2025-09-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-09-17,AnyLogi-202509,VENDBILL401295,VEN0059470 XUE YU,,80011 - Accounts Payable : Non-trade Creditors,BASE FOOD カスタマーサービス費用 (8月分）8日分（33.8H）,BASE FOOD カスタマーサービス費用 (8月分）8日分（33.8H）,D2C Anylogi,Crossborder,Other outsourced services,Outsourced - Long term,39309.0,Regional,,D2C,2025-09-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-09-25,AnyLogi-202508-差額,VENDBILL402939,VEN0066704 悠友奥田,,80011 - Accounts Payable : Non-trade Creditors,VENDBILL398959の差額,AnyLogi,D2C Anylogi,AnyLogi,Other outsourced services,,2727.0,Local,,D2C,2025-09-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509,VENDBILL411037,VEN0066704 悠友奥田,,80011 - Accounts Payable : Non-trade Creditors,,AnyLogi,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Long term,139091.0,Local,,D2C,2025-09-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509,VENDBILL411035,VEN0066330 花音芦原,,80011 - Accounts Payable : Non-trade Creditors,,SCMの在庫管理（43.20H×1800円）／交通費（12日分×450円）,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Short term,77279.0,Local,,D2C,2025-09-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509,VENDBILL411036,VEN0046166 悦慧王,,80010 - Accounts Payable : Trade Creditors,2025年9月分CS業務,CS業務,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Long term,227273.0,Local,,D2C,2025-09-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509-株式会社アイスタイルキャリア,VENDBILL411029,VEN0069917 株式会社アイスタイルキャリア,,80010 - Accounts Payable : Trade Creditors,,POPUP業務委託費,D2C Anylogi,Advanced Clinicals,Other outsourced services,Outsourced - Short term,293166.0,Local,,D2C,2025-09-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-09-01,AnyLogi-202509,VENDBILL399819,VEN0058242 陽介岡村,,80011 - Accounts Payable : Non-trade Creditors,Soft Mood Eye Palette 成分ラベル確認費用,Soft Mood Eye Palette 成分ラベル確認費用,D2C Anylogi,forencos,Other outsourced services,Outsourced - Long term,240000.0,Local,,D2C,2025-09-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-09-01,AnyLogi-202509-2,VENDBILL399821,VEN0058242 陽介岡村,,80011 - Accounts Payable : Non-trade Creditors,RNW 成分チェック費用,RNW 成分チェック費用,D2C Anylogi,forencos,Other outsourced services,Outsourced - Long term,128000.0,Local,,D2C,2025-09-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-09-17,AnyLogi--202509,VENDBILL401300,VEN0058711 茂毛,,80010 - Accounts Payable : Trade Creditors,Crossborder 外注デザイナー費,Crossborder 外注デザイナー費 (8月分）,D2C Anylogi,Crossborder,Other outsourced services,,2059.0,Regional,,D2C,2025-09-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509−FRC,VENDBILL410626,VEN0058242 陽介岡村,,80011 - Accounts Payable : Non-trade Creditors,All Light Glow Tint 成分確認費用,All Light Glow Tint 成分確認費用,D2C Anylogi,forencos,Other outsourced services,Outsourced - Long term,90000.0,Local,,D2C,2025-09-01,BC,
一般管理費,48010.0,General Expenses,Bill,AnyMind Japan Inc,2025-09-30,UPSIDER_D2C_202509,VENDBILL409797,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202509,,D2C Solutions,waterpik,General expenses,,2073.0,Local,,D2C,2025-09-01,BC,
一般管理費,48060.0,Employee Welfare,Bill,AnyMind Japan Inc,2025-09-30,UPSIDER_D2C_202509,VENDBILL409797,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202509,,D2C Solutions,AnyLogi,General expenses,,128435.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill Credit,AnyMind Japan Inc,2025-09-01,AnyLogi-202508-PALTAC東京支店,VENDCRED40411,VEN0068185 株式会社PALTAC東京支店（第一営業部）,,80010 - Accounts Payable : Trade Creditors,,PALTAC東京支店 販促金,D2C Anylogi,Advanced Clinicals,General expenses,,-1.0,Local,,D2C,2025-09-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-09-16,AnyLogi-202509-AVC⑥,VENDBILL401167,"VEN0051118 QH DISTRIBUTION, INC.",,80010 - Accounts Payable : Trade Creditors,AVC Amazon広告費（inv# 27323）／8月分の広告費だけ、QHDにAmazonへ支払い立て替えてもらい、その費用をAnyMindからQHDに精算する形です。こちらはQHDへの精算支払い,AVC Amazon広告費（inv# 27323）,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,1737022.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-17,AnyLogi-202509,VENDBILL401280,VEN0068455 Liyabeauty Industrial Limited,,80010 - Accounts Payable : Trade Creditors,,ブランドコラボ提案用のノベルティのサンプル作成費用,D2C Anylogi,BC_LM,General expenses,,12010.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509-LM-2,VENDBILL409148,VEN0047837 株式会社プリンツ二十一,,80010 - Accounts Payable : Trade Creditors,サントリーTAG案件_ストグラデザイン費,サントリーTAG案件_ストグラデザイン費,D2C Anylogi,BC_LM,General expenses,,400000.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509-LM-1,VENDBILL409143,VEN0047837 株式会社プリンツ二十一,,80010 - Accounts Payable : Trade Creditors,サントリーTAG案件_ジャイアンツデザイン費,サントリーTAG案件_ジャイアンツデザイン費,D2C Anylogi,BC_LM,General expenses,,40000.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509-PALTAC近畿支社,VENDBILL411025,VEN0068420 株式会社PALTAC近畿支社,,80010 - Accounts Payable : Trade Creditors,,PALTAC 販促金,D2C Anylogi,Advanced Clinicals,General expenses,,708.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509,VENDBILL410975,VEN0052435 株式会社ゼロプラス,,80010 - Accounts Payable : Trade Creditors,,FRC,D2C Anylogi,forencos,General expenses,,692005.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-2020509,VENDBILL410653,VEN0017033 佐川急便株式会社,,80011 - Accounts Payable : Non-trade Creditors,,,D2C Anylogi,AnyLogi,General expenses,,136340.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509-株式会社PALTAC横浜支社,VENDBILL411027,VEN0068184 株式会社PALTAC横浜支社,,80010 - Accounts Payable : Trade Creditors,,PALTAC 販促金,D2C Anylogi,Advanced Clinicals,General expenses,,707.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509-PALTAC東京支店,VENDBILL411022,VEN0068185 株式会社PALTAC東京支店（第一営業部）,,80010 - Accounts Payable : Trade Creditors,,PALTAC 販促金,D2C Anylogi,Advanced Clinicals,General expenses,,1652.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509,VENDBILL410645,VEN0007433 ヤマト運輸株式会社,,80011 - Accounts Payable : Non-trade Creditors,9月自社ブランド + プロダクトクライアント利用分,SGA,D2C Anylogi,Crossborder,General expenses,,740.0,Local,,D2C,2025-09-01,BC,
一般管理費,48160.0,"Postage, Freight and Courier",Bill,AnyMind Japan Inc,2025-09-30,AnyLogi-202509,VENDBILL410975,VEN0052435 株式会社ゼロプラス,,80010 - Accounts Payable : Trade Creditors,,AVC:,D2C Anylogi,Advanced Clinicals,General expenses,,748206.0,Local,,D2C,2025-09-01,BC,
