Unnamed: 0,Profitability by Entity Department,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242
,OP per FTE (Before Corp Allocation),,0,5960.219621789636,8477.813546527977,44081.976248996354,-785.1340053837024,0,0,0,0,0,0,0,0,0,0,0,0,0,-16613.214918635997,2409.4912241198485,0,6243.065626586552,3784.6935215727,37141.11937386035,-104.2383532735187,0,0,0,0,0,0,0,0,0,0,0,0,0,-21221.04503443869,1053.9047359234685,0,7958.34415081414,11605.864210506741,38129.398510680556,3215.5902069747576,0,0,0,0,0,0,0,0,0,0,0,0,0,-20652.59565077193,4221.144502737245,0,7650.566295055029,7772.064283332666,19061.16384733682,797.3839169439349,0,0,0,0,0,0,0,0,0,0,0,0,0,-21279.150561743187,2201.036538402819,0,7957.139507587855,6255.468559055738,9129.248556204993,1945.8877682466987,0,0,0,0,0,0,0,0,0,0,0,0,0,-27993.94635595201,586.4066862920641,0,7165.900582901977,6543.538038646052,67153.18887425984,1613.5116283814618,0,0,0,0,0,0,0,0,0,0,0,0,0,-25747.491449135294,1981.697305457418,0,4286.228869515791,8476.219860181254,10504.837786228749,3311.813169543019,0,0,0,0,0,0,0,0,0,0,0,0,0,-27615.95427347891,167.19165163301219,0,6718.740919383696,8801.72025155862,3272.738582229961,3005.7498081761023,0,0,0,0,0,0,0,0,0,0,0,0,0,-30197.141861541655,467.1703600330967,0,10316.029932773861,10060.109751616046,117668.95299297711,10799.378722574675,0,0,0,0,0,0,0,0,0,0,0,0,0,-28254.885996961628,6654.315553033365,0,3810.5799798048133,10514.890479821906,-3418.1062823676334,3557.091872685387,0,0,0,0,0,0,0,0,0,0,0,0,0,-27861.50351992788,439.00376582250345,0,1676.220958126135,8729.1754082688,-44834.0655326138,3706.835115912687,0,0,0,0,0,0,0,0,0,0,0,0,0,-33130.424124227044,-2336.7881747262722,0,8336.835729227956,15566.314440540844,159583.52034723302,10991.131395967912,0,0,0,0,0,0,0,0,0,0,0,0,0,-27044.161029752548,7591.7105921850525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All Revenue,,8660.99614906,1871511.26659353,3160056.123151083,1702667.046372843,1804598.94137335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8547494.373639867,11990.97301258,2563337.47062985,3125921.564907527,1672028.209904046,1527672.3935097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8900950.611963702,17018.60083945,3244278.03870128,4091342.009512093,1245189.124051324,1119321.64757355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9717149.420677695,17199.27263322,2572742.44011023,3301623.786824252,706523.268909116,1638099.4131909502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8236188.181667769,5238.9323249342,2881834.04810366,3227728.943859999,641602.449147938,1585369.2078990801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8341773.581335612,5250.9754098,3323129.15443521,3505501.2699426142,1973406.110543006,2120612.30952892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10927899.81985955,9422.90518255999,2673579.20718774,3788923.4219870884,416264.8102118928,2150574.06501305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9038764.409582332,-5150.33280517039,2544629.04719549,3777284.4023292,338276.8413026788,2052424.49342837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8707464.451450568,12469.3668712299,2947883.03747172,3759613.6666275323,3119621.821753027,3467017.81252835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13306605.705251858,1349.83101139,2390741.67769625,3629347.764818581,65631.52585410711,2447608.47064396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8534679.270024288,11487.9715209161,1960578.08682518,3888374.979460137,49516.820222095965,2616847.73977632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8526805.597804649,8861.35844291687,2926815.47474604,4440526.35472178,2802917.12421378,3706040.17889103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13885160.491015546
,Revenue Allocation,,0.0010132789529256863,0.218954372449217,0.36970555171075287,0.1992007215148103,0.21112607537229408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013471564482632923,0.28798468639793223,0.35118963144296056,0.18784827405476054,0.17163025165608342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8796298177170302,0.0012340010936812086,0.263795209856007,0.32169121103105547,0.17206982598683093,0.15721404780077539,0,0,0,0,0,0,0,0,0,0.002088256394080747,0.3123705266760027,0.4008679396341448,0.08578279822232646,0.1988904790734452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000628035785657873,0.34547018328951645,0.3869355733991528,0.07691439271182068,0.19005181481385217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0004805109395546681,0.30409586555652746,0.3207845357048367,0.18058420584682566,0.1940548819522556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010424992571518312,0.2957903410286232,0.4191859916130029,0.046053286859716686,0.23792788124150532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0005914847926037069,0.2922353644259303,0.43379842931198487,0.03884906371869547,0.23570862733599315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0009370809616992322,0.22153531131596152,0.2825373915711417,0.23444159170672452,0.26054862444447313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00015815837580808806,0.28012085774483314,0.42524711825617934,0.007689981518651764,0.2867838841045276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013472772879768535,0.2299311347417091,0.45601778237576523,0.005807194693736749,0.3068966109008121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0006381891263446793,0.21078729890373604,0.31980374714394133,0.20186422231326887,0.2669065425127091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Check,2.837623469531536e-10,,,,,,,,,,,,,,,,,,,Check,-3.788045432884246e-10,,,,,,,,,,,,,,,,,,,Check,-1.3096723705530167e-10,,,,,,,,,,,,,,,,,,,Check,2.1827872842550278e-11,,,,,,,,,,,,,,,,,,,Check,56433998760.37796,,,,,,,,,,,,,,,,,,,Check,-1.7826096154749393e-10,,,,,,,,,,,,,,,,,,,Check,3.4924596548080444e-09,,,,,,,,,,,,,,,,,,,Check,1.0722942533902824e-09,,,,,,,,,,,,,,,,,,,Check,2.546585164964199e-10,,,,,,,,,,,,,,,,,,,Check,2.773958840407431e-10,,,,,,,,,,,,,,,,,,,Check,6.020854925736785e-10,,,,,,,,,,,,,,,,,,,Check,4.656612873077393e-10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SGA Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00
,Cost Category,,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total,DM,IM,PG,CG,D2C,POKKT,Grove ,LYFT,Engawa,[Dept 1],[Dept 2],[Dept 3],[Dept 4],[Dept 5],[Dept 6],[Dept 7],[Dept 8],[Dept 9],Corporate,Total
,Accounting and professional fee,,0,0,3508.6829239000003,0,435.36987956,0,0,0,0,0,0,0,0,0,0,0,0,0,3716.3909321,7660.44373556,0,0,8953.9816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20855.83120845,29809.81280845,0,0,-6674.675566880001,0,399.83520000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,-12623.157115680002,-18897.99748256,0,0,0,0,532.00114044,0,0,0,0,0,0,0,0,0,0,0,0,0,15075.40268388,15607.40382432,0,142.81222499999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10984.5729639,11127.3851889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20153.930463660003,20153.930463660003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048.7146810400004,4048.7146810400004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4893.2263858999995,4893.2263858999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22797.92506925,22797.92506925,0,0,23035.113332700003,0,-0.14669732000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,9222.77382362,32257.740459,0,0,0,0,-0.14188218,0,0,0,0,0,0,0,0,0,0,0,0,0,241248.24905312998,241248.10717094998,0,0,0,0,-0.14061256,0,0,0,0,0,0,0,0,0,0,0,0,0,25565.37033272,25565.229720159998
,Advertising and marketing events,,0,2006.2187807200003,338539.84756746003,443.72580098000003,86493.5963815,0,0,0,0,0,0,0,0,0,0,0,0,0,6173.739413380001,433657.12794404005,0,3423.17300378,265331.17726312,65.06121042,119466.59677691001,0,0,0,0,0,0,0,0,0,0,0,0,0,5725.66962079,394011.67787502,0,67623.27439424001,335335.41819640005,1907.6337309600003,154509.40255496002,0,0,0,0,0,0,0,0,0,0,0,0,0,2845.0140377600005,562220.7429143201,0,10944.42586644,200563.48872516002,37.21232064,88678.86980832,0,0,0,0,0,0,0,0,0,0,0,0,0,866.13449604,301090.1312166,0,16810.02295065,208535.76940274998,0,89826.95981834999,0,0,0,0,0,0,0,0,0,0,0,0,0,950.9691901499999,316123.7213618999,0,33696.166117320005,222862.68642477,0,166759.92367587003,0,0,0,0,0,0,0,0,0,0,0,0,0,-25563.087724020002,397755.68849394005,0,16025.394350640001,271798.29356384004,85.37748568,159152.82454928002,0,0,0,0,0,0,0,0,0,0,0,0,0,417.86007208,447479.75002152,0,43805.700747639996,229615.20539493999,30.36477112,171559.28932063997,0,0,0,0,0,0,0,0,0,0,0,0,0,733.98563884,445744.54587318,0,31731.53240775,187365.97335275,648.51009975,222739.9163605,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.204728,443510.13694875,0,29362.84221836,160518.541365,132.84109132,215166.64043112,0,0,0,0,0,0,0,0,0,0,0,0,0,29674.600695600002,434855.46580139996,0,32448.09986055,183125.93025176998,437.60333826,401207.2700031,0,0,0,0,0,0,0,0,0,0,0,0,0,17593.22909025,634812.13254393,0,61670.48292983999,236801.32361291998,0,379528.21076284,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.58566816,679022.60297376
,Client Gifts and Entertainment,,0,7665.61552988,3757.1413264000003,0,2566.4707684,0,0,0,0,0,0,0,0,0,0,0,0,0,249.11452566000003,14238.34215034,0,6039.81611494,3545.21708975,132.21607242,1039.52434471,0,0,0,0,0,0,0,0,0,0,0,0,0,778.51578107,11535.289402890001,0,8408.09443728,4577.073468480001,257.68712248,1617.0868189600003,0,0,0,0,0,0,0,0,0,0,0,0,0,1579.3793305818033,16439.321177781803,0,8818.15369644,3629.93365416,222.63962292,2785.00390608,0,0,0,0,0,0,0,0,0,0,0,0,0,435.26683992,15890.997719519999,0,10591.135733699999,2921.42957265,0,212.616054,0,0,0,0,0,0,0,0,0,0,0,0,0,171.13021093699692,13896.311571286997,0,10947.57905136,4198.481706510001,277.5108,1222.9207179000002,0,0,0,0,0,0,0,0,0,0,0,0,0,370.6030592506526,17017.095335020655,0,11914.451002320002,3595.8309247200004,174.18973704,659.1130968800001,0,0,0,0,0,0,0,0,0,0,0,0,0,220.56248800000003,16564.147248960006,0,15786.399758239999,2140.8642879999998,635.69683808,816.73569158,0,0,0,0,0,0,0,0,0,0,0,0,0,3172.438253758924,22552.13482965892,0,12431.93840925,4351.6929405,1321.90955425,344.99392375,0,0,0,0,0,0,0,0,0,0,0,0,0,31.97933675,18482.5141645,0,14162.37265072,3303.6703228200004,689.05064816,2057.78998824,0,0,0,0,0,0,0,0,0,0,0,0,0,947.0312215,21159.914831440004,0,22998.85630878,3991.55847156,834.58322871,490.44155192999995,0,0,0,0,0,0,0,0,0,0,0,0,0,687.6126377999999,29003.052198779995,0,20857.22720328,7531.5985938799995,825.25511464,1893.10524416,0,0,0,0,0,0,0,0,0,0,0,0,0,212.19713599999997,31319.38329196
